source,target,weight
8273,4187,0.905769122292899
8273,4271,0.8511088236577065
8273,4651,0.8532340366022428
8273,7339,0.869174224772489
8273,7514,0.8998635916563011
8273,12450,0.9209905567507415
8273,9274,0.8452780273057531
8273,11342,0.8435775935454796
8273,13305,0.8352633439673105
8273,15784,0.8332411312824377
8273,15916,0.846834037280501
28758,18104,0.8536585982040432
28758,11617,0.8290316266675617
28758,17034,0.8339993022956037
28758,20589,0.8439286772728204
28758,21979,0.8178175643757826
28758,29194,0.8533562277412776
8283,1994,0.8508850406863948
8283,3300,0.8013874399948474
8283,3937,0.866485740035744
8283,4944,0.8818871412790752
8283,6838,0.8560398012378417
8283,1980,0.8977927164378475
8283,10614,0.8698159829395672
8283,10761,0.9038508776440456
8283,12086,0.8652878643920935
8283,19908,0.8743943508082838
8283,9366,0.8501784974402959
8283,11993,0.7919725071256449
8283,15964,0.8518847018036076
8283,19828,0.8429088930270752
8283,22094,0.8227105212041247
8283,26816,0.829272048999816
4187,236,0.8676706873760683
4187,2473,0.8140599407269695
4187,4588,0.8871130856398018
4187,4894,0.8487286183335941
4187,5830,0.8708472757100681
4187,7514,0.8768673439714897
4187,8273,0.905769122292899
4187,11043,0.8631087623027023
4187,18971,0.8582227753865953
4187,21460,0.7395219308147158
4187,23262,0.7839309459736729
4187,31931,0.8363787919731082
67676,68109,0.9560527584682323
67676,91631,0.861801547266035
67676,92420,0.8664246452653733
67676,98656,0.8863062341715595
67676,68962,0.8595105796872232
67676,70807,0.8593990725893917
12384,1245,0.8172529286960813
12384,1357,0.877157626944232
12384,3588,0.8329006848201065
12384,4741,0.8371455478811278
12384,7633,0.7859352333504099
12384,9580,0.8523360181868522
12384,9993,0.8520408832122471
12384,10059,0.8668487025248464
12384,11993,0.7910029112539355
12384,11563,0.8616418665266478
12384,12450,0.8441049395531249
12384,13396,0.8517687301633755
12384,13207,0.7898199683962164
12384,22498,0.8111611428215578
12384,23365,0.8105997429440034
18529,17853,0.8360009147524655
18529,18231,0.7913854657894084
18529,21979,0.8269117508857233
20577,689,0.7996081296546022
20577,8081,0.8318060080414975
20577,10248,0.796851520295427
20577,10718,0.7888711735241447
20577,19851,0.8460275380300561
20577,21431,0.8716464219894183
53348,45292,0.842513128219698
53348,51039,0.8414203298596361
53348,56060,0.8488001309288842
53348,56805,0.8499081957106852
53348,57199,0.8422301766210785
53348,64472,0.8416663975016602
53348,67835,0.8890273489712499
53348,72725,0.8837559498694768
79977,71093,0.9158680826539329
79977,76381,0.8921268415661987
79977,66736,0.8739446939273134
79977,85767,0.8808694274417792
79977,87254,0.8806050524230633
79977,80889,0.8403445480258256
79977,85899,0.8575997291787107
75883,58505,0.8855305639114037
75883,71072,0.7525985659080432
75883,57199,0.8390492974795443
75883,70854,0.8311590003265357
75883,72725,0.8533027260150188
75883,80658,0.8289661967264123
75883,83210,0.8749644839118684
75883,94685,0.8484450074243398
96364,45524,0.9046576419734899
96364,59029,0.8933065140685469
96364,59225,0.9120308324676181
96364,64846,0.8406105894044166
96364,66155,0.8800543860268222
96364,66657,0.9030636356208734
96364,67512,0.8904244873800025
96364,67835,0.9315951362652626
96364,69215,0.8655702622890268
96364,76853,0.868224810604157
96364,82040,0.8531400802970639
96364,82042,0.8698488736102812
96364,82960,0.8926507349340908
96364,86379,0.8542796264896709
96364,86821,0.8775360786786275
96364,87728,0.7623679566254021
96364,88695,0.8962659431339283
96364,89711,0.8376464894417057
96364,90317,0.8397702622906008
96364,91258,0.8410389917672378
96364,93564,0.8908566320443425
96364,94016,0.9295289561142029
96364,94575,0.905442077612042
96364,94685,0.90972182490081
96364,95631,0.8984757728115499
96364,97837,0.9556981584500351
96364,99485,0.9301257427512316
96364,98182,0.8627648441230709
20589,495,0.8198683725317354
20589,3460,0.8019067023604705
20589,6447,0.8806941303652929
20589,7138,0.8302903690596453
20589,7416,0.8784381372516465
20589,8447,0.805205939944973
20589,8505,0.8045866031566958
20589,9101,0.8552079268025874
20589,10422,0.857720302202514
20589,11346,0.887151017443653
20589,14087,0.8243308086793615
20589,15537,0.8847411691331856
20589,15922,0.801079731191395
20589,17891,0.8469458661204806
20589,18104,0.8760608787608568
20589,18974,0.86457751242254
20589,24023,0.8942348213554029
20589,25458,0.8930147698923041
20589,21178,0.867782995547507
20589,22538,0.8243340721656897
20589,23508,0.7379090912828796
20589,28758,0.8439286772728204
20589,31086,0.8624264723511939
51307,13830,0.8671584126945279
51307,45185,0.9339294135434398
51307,66499,0.884809094137176
51307,80826,0.9202668230483552
75889,64512,0.822614834358333
75889,67053,0.8428386840232062
75889,83699,0.8359301152069629
75889,87706,0.8501263948983014
75889,95672,0.8483518293864813
18546,6510,0.8054377545526438
18546,16238,0.7092321884100311
18546,17853,0.8241011422037976
18546,3826,0.7378843132427187
82040,80369,0.8907898398799543
82040,84213,0.834946574576459
82040,85153,0.8396391209509623
82040,89378,0.8377792224181263
82040,93564,0.8786418453783021
82040,95631,0.8332926176424656
82040,95672,0.8558293630821657
82040,96364,0.8531400802970639
82040,99560,0.8352137196478392
6265,1994,0.8416306398995391
6265,2184,0.8586906913389115
6265,616,0.8331689365185868
6265,1045,0.8165103794676895
6265,10234,0.846287341550514
6265,10630,0.8144952675474055
6265,22538,0.7831015705299498
82042,48123,0.8149022909662241
82042,64673,0.8657216746868089
82042,67512,0.872561235190689
82042,84213,0.8769271043990226
82042,85444,0.8617309901678767
82042,94685,0.872235272852807
82042,96364,0.8698488736102812
45185,29635,0.8455143223828989
45185,51307,0.9339294135434398
45185,80826,0.883522466897959
45185,82864,0.9064842148909441
45185,50487,0.7863311704591154
94340,66765,0.8365706016320589
94340,80534,0.778317047080039
94340,87706,0.8666900567496393
94340,89195,0.8935878282726705
94340,90317,0.8679749243283712
94340,84213,0.8667502297790634
94340,87711,0.8912801338931178
94340,94685,0.8753810972794419
94340,96747,0.8631225544946293
94340,98930,0.8596887191372475
71814,46538,0.8295810139688216
71814,48974,0.853341956526049
71814,50743,0.8308847302168366
71814,54610,0.8113967348123674
71814,55094,0.9174143575943504
71814,60104,0.8825614691693324
71814,62945,0.8332454666431002
71814,82770,0.860252086452651
71814,80580,0.82577949307972
71814,89310,0.821170859183057
22663,1457,0.7533994836332983
22663,5801,0.7479027594162767
22663,11474,0.7442244868233965
22663,15733,0.740601394347166
22663,31225,0.8220515906829245
2184,1994,0.8464266294189818
2184,1045,0.8633351487594896
2184,6265,0.8586906913389115
2184,11451,0.89690229787499
2184,15554,0.8509686151305137
2184,16152,0.9033080331108391
2184,17139,0.90950712524913
2184,18185,0.8622897871289846
2184,6155,0.8079208475500536
2184,16066,0.7590896070645893
143,172,0.8366999656104115
143,4588,0.8022596091922117
143,4651,0.8269752718234556
143,5801,0.8099493878260103
143,5830,0.8192785463863455
143,11563,0.8359663783466423
57492,59029,0.8185991703344658
57492,59437,0.807464103471129
57492,70784,0.8143724158369361
57492,76627,0.8287163163106771
57492,80658,0.8295995582565407
57492,59067,0.7910379232299718
57492,68308,0.7789537355308399
16535,3013,0.8199191464310586
16535,4271,0.846962578973854
16535,4894,0.8537842220176319
16535,7514,0.8423737293978345
16535,11563,0.9016247934194755
16535,13396,0.9000258194022268
16535,15784,0.8106098351098259
16535,16365,0.8117640303306608
16535,5666,0.8175150273951161
16535,17891,0.7762260224916658
2200,2304,0.820760098914249
2200,2971,0.8562892756304997
2200,5240,0.811907013023602
2200,7481,0.8217324739854477
2200,10630,0.8080083217971055
67735,60274,0.769886910645888
67735,63163,0.8870858735816928
67735,60104,0.8137603322438759
67735,80826,0.855607483122364
67735,83962,0.8164983039919564
67735,90403,0.8273226064786483
67735,96240,0.8601420893202395
67735,99756,0.805954436339339
47263,44715,0.8434739087359892
47263,70971,0.8019610091885705
47263,87161,0.7763996625339189
47263,98574,0.7837291455298244
47263,99791,0.7872046257930166
88224,50648,0.8462786708864364
88224,51076,0.8860276427114703
88224,51716,0.8497880060891388
88224,66657,0.8866693412625684
88224,67512,0.9278635853550385
88224,71190,0.8770483979230048
88224,72287,0.8359032820929739
88224,75525,0.9031536535509855
88224,86645,0.8711224705098882
88224,87711,0.9295984023125387
88224,94016,0.944724072669156
88224,94685,0.8955971191421469
88224,97837,0.8956991197324109
88224,88265,0.8736486790352224
88224,91258,0.8612252143838426
12450,1699,0.8882219747796671
12450,7514,0.9059769667155151
12450,8273,0.9209905567507415
12450,10220,0.8429649384227605
12450,11563,0.8937575051057459
12450,11993,0.8175254563108706
12450,12384,0.8441049395531249
12450,4944,0.8587892552311731
12450,11305,0.8433213240669103
12450,13396,0.8295783726028151
12450,16365,0.8143116045853672
28836,18894,0.8472763903680224
28836,22399,0.7991152566541649
28836,29635,0.8290890234189399
73893,58521,0.8938054955202245
73893,68962,0.8703831426510731
73893,72554,0.843419058151967
73893,87728,0.7889233769729543
16554,13374,0.6850197340892598
16554,15733,0.8693288496838173
16554,6621,0.8005903107750697
16554,62926,0.8140045529642723
45226,32453,0.8664110739645796
45226,40496,0.8127269854428988
45226,44715,0.9428927094712648
45226,64846,0.8862392179561105
45226,71093,0.87742202407537
45226,87161,0.8545258179447712
45226,46192,0.7999862044923695
172,143,0.8366999656104115
172,4268,0.8809794409071654
172,5801,0.8705464915389014
172,8443,0.887790086105897
172,8505,0.8626432128825834
172,11563,0.8786986126440255
172,3460,0.8232767572962988
172,4741,0.8489846687742494
172,4760,0.7874629303663742
172,5210,0.8159102129879032
172,24023,0.7980603904279284
172,25458,0.8338004245363787
4268,172,0.8809794409071654
4268,1527,0.7985692749675445
4268,4651,0.8065073059821883
4268,9107,0.8263621887116878
4268,13884,0.8116969973166899
4271,236,0.8313458155792189
4271,2245,0.8217995112348063
4271,4894,0.8901778498536438
4271,8273,0.8511088236577065
4271,9640,0.8714714683285774
4271,11563,0.882211591921763
4271,14044,0.8513574872951675
4271,15337,0.8496926019836003
4271,16535,0.846962578973854
4271,4741,0.846170846064419
4271,5801,0.8242580618692584
4271,5830,0.8313530128018896
4271,7514,0.8346514677815582
4271,9152,0.8160754633445526
53425,50804,0.8071245526402321
53425,57199,0.8350538774755656
53425,60020,0.8057123028885801
53425,67659,0.816510417017962
53425,70854,0.784299792688465
53425,98182,0.7919762098194909
10422,1771,0.808820877382903
10422,2304,0.8237218392950546
10422,2674,0.8072954236564045
10422,9226,0.8126147662773597
10422,15361,0.8497360332035442
10422,17668,0.8048831180689202
10422,20589,0.857720302202514
10422,21827,0.7578558444782574
28855,25702,0.7929816249175389
28855,28017,0.8062009306804414
28855,1980,0.8256571995524754
28855,12182,0.8155263008564549
28855,18382,0.8149885144278936
28855,26510,0.846869021815191
28855,29226,0.8505859315218529
28855,45292,0.8307559760139734
186,720,0.8816070028872893
186,2034,0.8247063147490215
186,4732,0.8637179128411073
186,7481,0.868558614830611
186,9993,0.8841258713818523
186,14935,0.852047193414086
186,15309,0.8466313225808714
186,20825,0.8412488394101255
186,1453,0.7885810948711865
186,6210,0.8093469762434916
186,17470,0.6995549738058556
188,2369,0.8187329930951168
188,7514,0.8248873374375696
188,8273,0.8190223404761587
188,12344,0.8676863951954163
188,1967,0.7959224841709851
26816,12086,0.8502461236666534
26816,19484,0.8714036539187447
26816,22508,0.8392556976146534
26816,23262,0.7574712851848526
26816,7152,0.8353257443093544
26816,8283,0.829272048999816
26816,10761,0.8285677870250133
26816,11200,0.8439543391550556
26816,16815,0.8276056321967854
26816,23899,0.8412967669186795
53440,31521,0.8533233724703942
53440,48986,0.8869224778371091
53440,50261,0.9297337613036755
53440,55363,0.8891512465737541
53440,66499,0.8934845824772325
53440,68208,0.9329868490960838
53440,73594,0.9199991702356158
53440,67536,0.8448258058122797
22722,940,0.7835788175211859
22722,10612,0.8443150408677486
22722,10718,0.7973010376137898
22722,13207,0.8108145634206911
22722,13354,0.820226424522938
22722,20825,0.8133237263725883
22722,21827,0.7711471986685748
22722,23990,0.6941259981067026
22722,27057,0.6998411004358461
94404,63163,0.8732761173915132
94404,95672,0.9010503644472376
2245,1967,0.8269205926009198
2245,1980,0.8592060539858051
2245,4271,0.8217995112348063
2245,7514,0.8149000825116713
2245,10963,0.8173915580944038
2245,15219,0.8211457588680905
2245,23990,0.7189891744702996
88265,67512,0.897564264036312
88265,75798,0.8746735355888523
88265,80369,0.9137105452660664
88265,83079,0.8526561209696649
88265,71093,0.8649659412403231
88265,88224,0.8736486790352224
88265,94232,0.9273253821050725
88265,99791,0.9058617977024068
28874,19351,0.874873803189909
28874,25876,0.8723397584615438
28874,28584,0.7933099530326085
28874,29194,0.8703505916623956
28874,31086,0.867401681688399
28874,31307,0.8556182061926995
90317,83093,0.7907395854577657
90317,63163,0.8148161749823698
90317,87711,0.8535918857057347
90317,94008,0.8569178716704413
90317,94340,0.8679749243283712
90317,94685,0.8230695436345811
90317,95672,0.8471590826228843
90317,96240,0.8126509694728542
90317,96364,0.8397702622906008
51424,55703,0.8052990983699898
51424,55739,0.7984283027687173
51424,58521,0.8229446177992578
51424,58732,0.8156729221679033
226,974,0.8429267273872503
226,1980,0.8911257885871096
226,3947,0.8823985141450216
226,4744,0.8602533663425798
226,7152,0.8340836185056798
226,9366,0.8416693241118417
226,18734,0.8565431713502267
226,3495,0.8317372726924644
236,2022,0.8833843253740948
236,2100,0.8295348620428369
236,2369,0.8654812604573132
236,2473,0.8417779823857563
236,4187,0.8676706873760683
236,4271,0.8313458155792189
236,8273,0.8727995901083507
236,11043,0.8480674690999581
236,11342,0.8270270838104906
236,15916,0.8189727648851612
236,18971,0.8072372860263088
45292,28584,0.776494938200141
45292,28855,0.8307559760139734
45292,31307,0.8394360780047071
45292,46192,0.8471615570132089
45292,53348,0.842513128219698
45292,64673,0.9031664717481682
45292,73316,0.8421398904752863
45292,81476,0.8271506271695478
28914,11474,0.7961492688896367
28914,15361,0.7543863341285995
12533,3013,0.8325678044957492
12533,8940,0.8079013761216319
12533,1386,0.7950142820978884
12533,18113,0.8188571768634804
12533,22575,0.7896270638632786
12533,18231,0.7817818323373442
246,1527,0.8708610031041184
246,1543,0.8680221341337747
246,3947,0.854859346025377
246,11200,0.899481318004983
246,11305,0.8572896038648476
246,12777,0.9181418219878796
246,14044,0.8686574090706151
61687,44715,0.8520037376963041
61687,51076,0.872103001987728
61687,56060,0.8351925191212944
61687,59029,0.8685918849624086
61687,64844,0.8880850230126391
61687,66736,0.8816771092120668
61687,76477,0.9490828955407767
61687,84213,0.8793271843907942
61687,86577,0.8881475797603691
61687,94016,0.8869148141752503
61687,99791,0.8927058407478738
61687,87995,0.8326479762724032
61687,96111,0.8753640308757585
84213,61687,0.8793271843907942
84213,64472,0.8692776216166177
84213,64708,0.8906017165025869
84213,64846,0.8629684844797779
84213,74683,0.9148525722522783
84213,76477,0.9256327982314887
84213,82040,0.834946574576459
84213,82042,0.8769271043990226
84213,92202,0.8787883753134139
84213,99791,0.8864938120114996
84213,94340,0.8667502297790634
84213,95324,0.8215556245098543
92410,61201,0.8401836160415153
92410,70784,0.8426067022952829
92410,87625,0.7987640490838865
92410,72287,0.8171973821015225
92410,75829,0.8272979346450473
92410,93535,0.8108155371511095
92410,96747,0.8488021540896483
8443,172,0.887790086105897
8443,616,0.8750364848353536
8443,974,0.8887415884995333
8443,1045,0.8664003337982757
8443,4859,0.8502509843166922
8443,13606,0.8863865104279236
8443,17034,0.883774911513876
8443,17139,0.8750873444914293
8443,19484,0.8675502268803147
8443,10234,0.8566116626834039
8443,11470,0.8476838915554948
8443,12992,0.8367921199171487
8443,13144,0.8511917612632061
8443,16152,0.8615767013931878
252,1457,0.9058087906011429
252,2304,0.8496176146662745
252,5791,0.8612958827493836
252,6447,0.8593040602802591
252,9226,0.8674980346879665
252,10059,0.8591458052300455
252,11305,0.8450566409902917
252,1245,0.8005733388564563
252,4760,0.8091594240247558
252,6922,0.840345198581224
252,7481,0.8359742020693398
252,9804,0.8144541823336529
252,14087,0.8091530455916227
252,17470,0.7354813538980285
67835,42709,0.8673816573317409
67835,51076,0.8973781724093575
67835,53348,0.8890273489712499
67835,55703,0.8663208879746772
67835,55807,0.902650838705203
67835,59437,0.8458520977606694
67835,64472,0.8768867044766774
67835,66228,0.8605482721941289
67835,66499,0.8979798204609608
67835,72725,0.95129489070242
67835,74683,0.9293827334955248
67835,86270,0.9006100638498523
67835,87711,0.9454111705519926
67835,91388,0.907526478240351
67835,94008,0.9106472952241044
67835,96364,0.9315951362652626
67835,69215,0.8913390714644311
67835,76627,0.8713057045777255
67835,77135,0.8053506689545288
67835,81476,0.8630379238870837
67835,85062,0.8472355649942683
67835,94685,0.892075767280426
67835,95672,0.8962896507119265
78077,50141,0.7765958142985747
78077,70180,0.8704994566508135
78077,71093,0.9314197835889171
78077,76381,0.8648056042913514
78077,64844,0.8702533426872439
78077,93435,0.868701442018711
78077,97594,0.8923677478020521
78077,97837,0.8980962416239721
8447,2971,0.8426797092447579
8447,3460,0.7984119435174354
8447,3937,0.8005916224836948
8447,8622,0.8477989186543873
8447,10718,0.8081850574254854
8447,20589,0.805205939944973
2304,252,0.8496176146662745
2304,393,0.8446559534815591
2304,2034,0.8522186508790803
2304,2200,0.820760098914249
2304,6447,0.8838019231694919
2304,8068,0.8587684115776726
2304,9101,0.8585242623610344
2304,9226,0.8651802446517846
2304,9993,0.8562834174665971
2304,10317,0.8682404072888091
2304,15309,0.8584081439764826
2304,3632,0.8236485972028738
2304,4859,0.8179967556125098
2304,6210,0.8103549993271842
2304,7339,0.8374490193356364
2304,10422,0.8237218392950546
2304,11470,0.8457424259666421
86270,51864,0.8922102369070144
86270,66499,0.9381161121750724
86270,67835,0.9006100638498523
86270,81775,0.7960794730754114
86270,82563,0.9119171518202538
86270,83093,0.8267302881536518
86270,83793,0.8659542208378395
86270,85899,0.9001285575375357
86270,87711,0.9224835844951575
86270,92420,0.8970467260025449
86270,93535,0.8910196273059385
86270,90479,0.8389128964973431
24834,14087,0.8117921961738451
24834,21979,0.8544728054340038
24834,1245,0.7741741133847811
24834,8505,0.7990556852488031
24834,16365,0.770826630844805
24834,17034,0.7899597415008253
45313,46538,0.763618689787043
45313,54610,0.7446404847368125
45313,90075,0.7422414489880959
92420,67676,0.8664246452653733
92420,68109,0.8595343593758478
92420,70807,0.8942726324103529
92420,76165,0.8919212596237327
92420,80826,0.9581587286605886
92420,83793,0.8945009614576539
92420,86270,0.8970467260025449
92420,89646,0.851563208807388
92420,89973,0.8881490531591605
92420,87711,0.8763297869152191
92420,93435,0.9452579680123291
92420,93535,0.8721714144089798
92420,97594,0.9335011280419817
14599,18074,0.7139570746588421
267,720,0.8740218625230181
267,2674,0.8020770492392904
267,6838,0.8159949876518212
267,13150,0.8192305414926717
267,19828,0.8084985695815163
267,3196,0.8002771526472539
98574,47263,0.7837291455298244
98574,55363,0.9012270686569028
98574,66555,0.8667494173590844
98574,75798,0.8720136862818717
98574,76251,0.8830299002254369
98574,76477,0.8925185707118759
98574,84519,0.8110842091760887
98574,86930,0.8375163739700171
98574,87254,0.9083325537627902
98574,87704,0.9303860279044195
98574,87995,0.8488713732761687
98574,91465,0.8788010453131784
98574,94765,0.8915976891261277
98574,98206,0.8814406490269422
98574,94016,0.8881558203700142
98574,99791,0.8885025124115141
90393,75829,0.8894007208698925
90393,49763,0.817337000394013
90393,63163,0.8186879073660076
90393,68109,0.8181563053029925
90393,85197,0.8202558534052498
90393,94765,0.8263522474628097
90403,49925,0.7528303064498575
90403,59381,0.7864897991898753
90403,67735,0.8273226064786483
90403,71483,0.8627611083839924
90403,75100,0.9004727577647522
90403,85457,0.8225508893342391
90403,73594,0.8820765704450415
90403,90075,0.8367141678084191
6441,2022,0.8610934260663724
6441,3632,0.846587277733367
6441,5791,0.8534224044562431
6441,6447,0.8612692590759945
6441,9993,0.8771066589652464
6441,10761,0.8812137514026904
6441,11200,0.871234301809276
6441,12777,0.8777258729880909
6441,12660,0.847547822601492
6441,19351,0.8170459660398279
6441,19549,0.8305903314081624
92458,72391,0.8358033538191577
92458,71142,0.9526642140643647
92458,73713,0.8475876250307296
92458,86645,0.8398040980482234
92458,89378,0.8588085119395555
98605,72554,0.8424671057178402
98605,85457,0.8264170362956814
98605,75829,0.8460060908741115
98605,89402,0.8509078482553308
98605,91465,0.8327581022619439
98605,97594,0.8417271052823763
18734,226,0.8565431713502267
18734,13354,0.8330283161690272
18734,17489,0.8596631829755097
18734,3937,0.830835180001554
18734,19549,0.8338148172787494
18734,22399,0.8007958956924865
18734,24575,0.8225134123141444
6447,252,0.8593040602802591
6447,974,0.8747850407123035
6447,1206,0.8271375052647967
6447,1457,0.8639465148871711
6447,1494,0.863706517142128
6447,2304,0.8838019231694919
6447,6441,0.8612692590759945
6447,8068,0.864577111061348
6447,9226,0.890843129541693
6447,20589,0.8806941303652929
6447,7138,0.8220751097437979
6447,9079,0.8346049060727857
6447,9101,0.8513093569237132
6447,9152,0.8508732846901
6447,10317,0.8564906918829763
6447,15361,0.8415466090055024
6447,18104,0.8551098223741592
6447,21178,0.8523847902780833
92464,92175,0.8253024640881214
92464,95343,0.8362465071023596
92464,96240,0.8509981258336871
92464,96833,0.8353087882918048
92464,99756,0.8414952657836829
69943,50487,0.7977029811444563
69943,51864,0.7925233212495512
69943,62782,0.7972252938991269
69943,63163,0.8181836111906915
69943,78934,0.7928704388914051
69943,80580,0.7843524933545455
8505,172,0.8626432128825834
8505,1206,0.8508687169391902
8505,1527,0.8167782670359426
8505,1980,0.842703020673325
8505,4744,0.8068254120730595
8505,12086,0.806148369740745
8505,13606,0.8736498603801534
8505,20589,0.8045866031566958
8505,22391,0.8080620917081255
8505,14263,0.7620454292348382
8505,16119,0.7858510101049143
8505,23365,0.7672209942082493
8505,24834,0.7990556852488031
92473,83079,0.8704329983824952
92473,89195,0.876301675152981
92473,95530,0.858046823705164
92473,96747,0.8566129662932835
92473,97395,0.8968908105035942
92473,97603,0.8630602130907644
92473,97837,0.8738771084105444
2369,188,0.8187329930951168
2369,236,0.8654812604573132
2369,7514,0.8743748106818154
2369,8273,0.9468899777995553
2369,9274,0.8713954871568367
2369,11043,0.8616793742792919
2369,11342,0.8765058660322154
2369,13305,0.8841464244928677
2369,2473,0.8342266781530097
2369,4588,0.8531434914956264
8516,6187,0.8429276459439756
8516,5801,0.8104710755910312
8516,7650,0.8038057053111348
8516,13606,0.7975203205819381
8525,984,0.7892790644210894
8525,1206,0.8258948755857917
8525,1543,0.8565379920768221
8525,3196,0.8448194500166533
